x,y
0.0,8.973713224089861
0.05025125628140704,3.7481821993020206
0.10050251256281408,9.900202277179975
0.15075376884422112,16.777430942373012
0.20100502512562815,2.6045639670879366
0.2512562814070352,2.4993949380784324
0.30150753768844224,16.9109935015597
0.35175879396984927,10.331669949583969
0.4020100502512563,0.3613989227726493
0.45226130653266333,8.39277700786299
0.5025125628140704,0.2901585206300208
0.5527638190954774,0.22696619355354786
0.6030150753768845,5.853907308661199
0.6532663316582915,-11.412527152080695
0.7035175879396985,-9.920021430842375
0.7537688442211056,-0.623271825554256
0.8040201005025126,-4.221812620158787
0.8542713567839196,6.41072369245331
0.9045226130653267,-3.341438128272614
0.9547738693467337,-7.339564935547866
1.0050251256281408,15.73026578077573
1.0552763819095479,2.255176934811283
1.105527638190955,4.668025440538668
1.155778894472362,-7.19367246730923
1.206030150753769,-0.06413479940845157
1.256281407035176,5.2750224438979645
1.306532663316583,-4.713491408701924
1.35678391959799,7.616957596930776
1.407035175879397,-0.06671907466470017
1.4572864321608041,2.541958195891305
1.5075376884422111,0.2090738009855615
1.5577889447236182,19.998271434506897
1.6080402010050252,5.239488175178017
1.6582914572864322,-2.9367006888881813
1.7085427135678393,12.292967564293505
1.7587939698492463,-3.856418652559774
1.8090452261306533,7.789062342018296
1.8592964824120604,-9.341283619254664
1.9095477386934674,-4.061386474569177
1.9597989949748744,8.37711710343742
2.0100502512562817,12.95818591134532
2.0603015075376887,8.679726330830842
2.1105527638190957,6.652021387165636
2.1608040201005028,5.446906401549171
2.21105527638191,-3.6838108816525814
2.261306532663317,2.6843412041839647
2.311557788944724,5.06681528874957
2.361809045226131,17.52783460629687
2.412060301507538,12.148835208242346
2.462311557788945,-4.365299501026664
2.512562814070352,12.680927102245557
2.562814070351759,7.366931464000093
2.613065326633166,5.401648820157821
2.663316582914573,16.08997100363874
2.71356783919598,19.834193498217147
2.763819095477387,19.43617565154831
2.814070351758794,5.682032648238235
2.864321608040201,10.342012717641687
2.9145728643216082,15.895858821143413
2.9648241206030153,21.490252787388712
3.0150753768844223,10.302739023173896
3.0653266331658293,13.111203023183492
3.1155778894472363,6.216237710035056
3.1658291457286434,5.977807930058608
3.2160804020100504,22.53831167750969
3.2663316582914574,27.388770257606254
3.3165829145728645,16.47361474211201
3.3668341708542715,25.59890533863732
3.4170854271356785,20.99477755166008
3.4673366834170856,13.481879265247336
3.5175879396984926,22.085250851996406
3.5678391959798996,32.05972800052905
3.6180904522613067,20.040277371825322
3.6683417085427137,33.42558590215206
3.7185929648241207,0.5421275488885726
3.7688442211055277,28.677060897606275
3.819095477386935,23.410070644539243
3.869346733668342,20.943589285967768
3.919597989949749,24.701789048070996
3.969849246231156,8.709307020103541
4.020100502512563,23.50473949036574
4.07035175879397,28.781372176346395
4.120603015075377,38.42008172840258
4.170854271356784,23.133326145530734
4.2211055276381915,21.504198344855315
4.2713567839195985,24.66085085063687
4.3216080402010055,36.71098492727353
4.371859296482413,32.74073840430963
4.42211055276382,26.6057101933025
4.472361809045227,35.69309433978375
4.522613065326634,33.11683907613076
4.572864321608041,40.85274316711052
4.623115577889448,28.260623808361004
4.673366834170855,32.03931745816153
4.723618090452262,32.31741623248169
4.773869346733669,24.549929454108735
4.824120603015076,39.44087959234045
4.874371859296483,39.98432864495256
4.92462311557789,38.77086396737419
4.974874371859297,37.697429848985806
